order_id,customer_id,order_date,order_status
O777,C125,2025-04-17,Cancelled
O778,C148,2022-05-22,Shipped
O779,C120,2025-06-27,Shipped
O780,C44,2024-05-22,Cancelled
O781,C138,2025-02-07,Cancelled
O782,C136,2024-11-01,Cancelled
O783,C167,2022-11-04,Delivered
O784,C78,2025-08-26,Cancelled
O785,C118,2022-10-25,Shipped
O786,C111,2022-04-28,Delivered
O787,C66,2022-11-26,Shipped
O788,C34,2023-09-25,Pending
O789,C177,2025-10-06,Pending
O790,C68,2025-12-04,Delivered
O791,C33,2023-05-20,Pending
O792,C59,2025-12-16,Pending
O793,C124,2022-10-13,Pending
O794,C25,2023-12-11,Shipped
O795,C199,2023-07-28,Delivered
O796,C169,2024-08-24,Pending
O797,C6,2023-04-27,Delivered
O798,C130,2024-07-15,Delivered
O799,C153,2025-08-24,Pending
O800,C134,2025-06-09,Cancelled
O801,C137,2023-04-20,Cancelled
O802,C65,2023-09-12,Cancelled
O803,C23,2025-10-17,Shipped
O804,C67,2024-06-05,Delivered
O805,C144,2023-05-09,Cancelled
O806,C34,2024-05-25,Cancelled
O807,C58,2022-11-01,Shipped
O808,C52,2022-09-08,Delivered
O809,C187,2023-01-24,Shipped
O810,C15,2024-07-18,Pending
O811,C66,2025-10-14,Cancelled
O812,C195,2022-05-11,Delivered
O813,C12,2022-07-05,Pending
O814,C181,2022-03-15,Shipped
O815,C195,2025-03-13,Delivered
O816,C124,2023-05-27,Cancelled
O817,C78,2024-06-21,Cancelled
O818,C141,2022-05-17,Pending
O819,C188,2022-07-13,Shipped
O820,C153,2022-08-15,Delivered
O821,C51,2025-01-04,Cancelled
O822,C54,2023-08-02,Delivered
O823,C143,2022-08-09,Delivered
O824,C118,2025-01-09,Shipped
O825,C34,2023-04-16,Shipped
O826,C23,2025-11-16,Cancelled
O827,C172,2022-07-10,Pending
O828,C193,2025-06-13,Shipped
O829,C61,2023-11-02,Shipped
O830,C66,2025-07-23,Delivered
O831,C32,2023-02-23,Delivered
O832,C4,2022-03-08,Pending
O833,C175,2024-01-24,Cancelled
O834,C159,2022-03-22,Shipped
O835,C47,2022-05-22,Shipped
O836,C54,2023-02-11,Cancelled
O837,C20,2024-11-01,Shipped
O838,C91,2025-05-16,Shipped
O839,C22,2024-10-15,Cancelled
O840,C60,2023-10-23,Shipped
O841,C57,2024-07-09,Shipped
O842,C139,2025-12-27,Shipped
O843,C111,2025-03-06,Shipped
O844,C64,2025-01-17,Shipped
O845,C171,2024-05-21,Delivered
O846,C151,2022-09-19,Delivered
O847,C170,2023-06-08,Pending
O848,C4,2023-10-01,Pending
O849,C171,2022-11-11,Pending
O850,C68,2022-02-06,Pending
O851,C182,2023-03-06,Pending
O852,C1,2022-05-25,Shipped
O853,C100,2025-01-03,Cancelled
O854,C83,2022-02-12,Shipped
O855,C105,2025-07-25,Pending
O856,C178,2024-06-20,Pending
O857,C88,2025-12-16,Delivered
O858,C22,2023-03-10,Pending
O859,C7,2024-03-22,Pending
O860,C23,2025-07-04,Cancelled
O861,C12,2024-07-12,Delivered
O862,C52,2023-05-04,Shipped
O863,C107,2024-03-03,Cancelled
O864,C91,2023-09-21,Pending
O865,C170,2024-11-28,Delivered
O866,C37,2024-01-06,Cancelled
O867,C160,2025-09-20,Delivered
O868,C55,2025-02-11,Cancelled
O869,C140,2025-08-13,Shipped
O870,C90,2024-01-09,Pending
O871,C172,2023-03-01,Delivered
O872,C89,2023-08-18,Delivered
O873,C75,2022-08-21,Shipped
O874,C158,2024-02-22,Delivered
O875,C62,2023-09-03,Shipped
O876,C123,2024-04-24,Shipped
O877,C194,2024-11-22,Cancelled
O878,C79,2023-12-10,Pending
O879,C97,2023-04-09,Delivered
O880,C35,2023-09-05,Delivered
O881,C17,2024-12-11,Pending
O882,C180,2025-11-11,Pending
O883,C157,2023-01-14,Delivered
O884,C166,2023-04-18,Cancelled
O885,C119,2022-10-03,Cancelled
O886,C184,2023-03-18,Shipped
O887,C2,2024-03-06,Delivered
O888,C67,2024-03-10,Delivered
O889,C12,2025-04-23,Shipped
O890,C38,2024-02-28,Cancelled
O891,C88,2023-03-16,Delivered
O892,C84,2025-11-13,Pending
O893,C60,2022-06-28,Cancelled
O894,C194,2022-09-24,Cancelled
O895,C138,2024-11-25,Delivered
O896,C133,2023-04-02,Shipped
O897,C2,2025-12-20,Delivered
O898,C83,2024-03-26,Cancelled
O899,C147,2022-05-26,Pending
O900,C129,2023-03-11,Pending
O901,C84,2022-04-19,Pending
O902,C107,2024-01-09,Delivered
O903,C123,2023-11-26,Pending
O904,C32,2023-03-23,Shipped
O905,C9,2022-09-27,Pending
O906,C107,2025-05-15,Cancelled
O907,C18,2024-01-18,Shipped
O908,C197,2025-08-10,Pending
O909,C133,2023-02-19,Shipped
O910,C122,2024-07-11,Pending
O911,C81,2025-08-25,Delivered
O912,C134,2022-03-01,Delivered
O913,C180,2023-02-11,Delivered
O914,C46,2022-03-19,Cancelled
O915,C37,2023-04-06,Pending
O916,C152,2022-02-14,Shipped
O917,C36,2022-06-27,Pending
O918,C188,2024-04-05,Delivered
O919,C19,2023-07-17,Shipped
O920,C156,2025-08-19,Cancelled
O921,C147,2022-04-05,Cancelled
O922,C175,2023-04-08,Cancelled
O923,C81,2025-07-18,Cancelled
O924,C137,2025-08-07,Cancelled
O925,C192,2024-09-06,Delivered
O926,C86,2022-08-15,Shipped
O927,C28,2023-04-17,Shipped
O928,C38,2022-04-12,Pending
O929,C84,2022-03-15,Cancelled
O930,C119,2024-04-03,Cancelled
O931,C3,2023-12-09,Delivered
O932,C195,2024-08-19,Cancelled
O933,C72,2025-02-22,Delivered
O934,C114,2022-10-28,Shipped
O935,C165,2024-02-16,Shipped
O936,C120,2024-03-01,Shipped
O937,C12,2022-11-22,Pending
O938,C120,2024-01-24,Cancelled
O939,C3,2022-07-05,Cancelled
O940,C43,2025-11-19,Shipped
O941,C104,2024-08-23,Cancelled
O942,C10,2024-08-17,Cancelled
O943,C98,2022-04-27,Delivered
O944,C143,2023-06-06,Pending
O945,C125,2024-11-22,Shipped
O946,C12,2022-06-16,Pending
O947,C182,2023-08-06,Shipped
O948,C18,2024-10-16,Pending
O949,C83,2025-06-10,Cancelled
O950,C192,2025-10-17,Cancelled
O951,C93,2025-03-17,Shipped
O952,C43,2024-08-04,Pending
O953,C29,2023-05-18,Cancelled
O954,C66,2025-12-21,Delivered
O955,C139,2024-10-17,Shipped
O956,C83,2022-01-22,Cancelled
O957,C22,2023-02-01,Cancelled
O958,C72,2023-05-12,Cancelled
O959,C63,2022-05-06,Pending
O960,C107,2022-11-22,Delivered
O961,C10,2024-08-26,Pending
O962,C83,2022-10-19,Pending
O963,C106,2022-10-06,Pending
O964,C52,2024-03-09,Delivered
O965,C71,2025-11-07,Pending
O966,C4,2025-07-16,Cancelled
O967,C198,2022-02-01,Pending
O968,C8,2023-11-16,Delivered
O969,C86,2025-09-27,Cancelled
O970,C180,2025-07-10,Delivered
O971,C42,2022-04-10,Cancelled
O972,C158,2023-08-21,Shipped
O973,C194,2023-07-09,Cancelled
O974,C96,2022-05-21,Pending
O975,C38,2023-02-20,Shipped
O976,C104,2025-09-23,Pending
O977,C42,2024-02-26,Delivered
O978,C10,2024-07-15,Shipped
O979,C187,2023-08-15,Pending
O980,C30,2023-08-06,Delivered
O981,C178,2024-06-08,Cancelled
O982,C103,2024-04-06,Shipped
O983,C101,2023-07-16,Pending
O984,C81,2022-10-07,Cancelled
O985,C118,2025-02-16,Delivered
O986,C125,2023-05-24,Pending
O987,C157,2025-02-16,Pending
O988,C178,2025-12-03,Shipped
O989,C121,2023-12-02,Delivered
O990,C99,2023-12-09,Delivered
O991,C154,2023-02-10,Cancelled
O992,C121,2022-06-13,Delivered
O993,C95,2025-09-08,Delivered
O994,C142,2022-06-18,Shipped
O995,C12,2025-06-11,Delivered
O996,C99,2023-12-16,Delivered
O997,C183,2025-11-17,Shipped
O998,C161,2025-08-16,Pending
O999,C92,2025-09-14,Pending
O1000,C179,2023-08-04,Delivered
O1001,C69,2025-04-01,Pending
O1002,C111,2022-10-14,Shipped
O1003,C15,2022-09-11,Shipped
O1004,C54,2022-08-27,Delivered
O1005,C69,2025-02-27,Pending
O1006,C116,2024-09-11,Cancelled
O1007,C66,2023-07-18,Pending
O1008,C15,2024-11-22,Delivered
O1009,C49,2023-07-27,Shipped
O1010,C11,2022-11-13,Shipped
O1011,C28,2023-11-28,Shipped
O1012,C26,2022-04-27,Pending
O1013,C55,2024-07-27,Pending
O1014,C134,2022-10-25,Shipped
O1015,C141,2022-01-21,Shipped
O1016,C48,2024-08-23,Shipped
O1017,C175,2025-12-11,Pending
O1018,C149,2023-06-28,Pending
O1019,C129,2024-09-11,Pending
O1020,C87,2023-03-25,Pending
O1021,C94,2022-11-04,Delivered
O1022,C13,2022-01-24,Shipped
O1023,C47,2025-03-04,Pending
O1024,C40,2022-08-04,Shipped
O1025,C60,2025-08-07,Delivered
O1026,C106,2023-04-17,Cancelled
O1027,C129,2023-11-20,Pending
O1028,C22,2023-01-13,Cancelled
O1029,C181,2022-07-10,Shipped
O1030,C162,2022-01-02,Pending
O1031,C112,2024-10-24,Delivered
O1032,C86,2023-01-06,Cancelled
O1033,C190,2022-11-05,Shipped
O1034,C69,2023-07-23,Shipped
O1035,C16,2024-06-09,Shipped
O1036,C180,2023-07-18,Shipped
O1037,C158,2023-10-15,Delivered
O1038,C17,2022-11-06,Cancelled
O1039,C69,2024-11-04,Pending
O1040,C120,2025-01-06,Cancelled
O1041,C104,2024-05-10,Shipped
O1042,C65,2023-02-28,Shipped
O1043,C15,2025-11-17,Cancelled
O1044,C199,2023-12-16,Shipped
O1045,C175,2024-12-17,Shipped
O1046,C22,2025-09-01,Shipped
O1047,C59,2022-10-12,Cancelled
O1048,C191,2023-12-13,Delivered
O1049,C169,2024-09-13,Pending
O1050,C85,2024-03-12,Delivered
O1051,C66,2025-06-01,Delivered
O1052,C117,2024-11-13,Pending
O1053,C189,2025-07-18,Shipped
O1054,C58,2023-01-06,Pending
O1055,C50,2022-07-20,Pending
O1056,C53,2025-11-28,Cancelled
O1057,C141,2025-06-08,Shipped
O1058,C91,2024-09-16,Pending
O1059,C194,2025-05-15,Delivered
O1060,C38,2022-06-05,Pending
O1061,C128,2024-02-22,Pending
O1062,C110,2023-09-03,Shipped
O1063,C28,2025-04-26,Shipped
O1064,C64,2023-09-14,Shipped
O1065,C125,2022-06-17,Shipped
O1066,C44,2025-08-04,Shipped
O1067,C39,2022-03-21,Cancelled
O1068,C84,2024-10-21,Shipped
O1069,C128,2024-02-19,Cancelled
O1070,C69,2024-02-10,Delivered
O1071,C140,2023-08-07,Cancelled
O1072,C157,2022-12-07,Delivered
O1073,C146,2023-01-09,Cancelled
O1074,C27,2024-03-19,Pending
O1075,C18,2025-11-11,Shipped
O1076,C69,2023-03-10,Shipped
O1077,C178,2024-06-04,Cancelled
O1078,C200,2024-07-28,Delivered
O1079,C151,2025-12-01,Shipped
O1080,C84,2024-10-24,Delivered
O1081,C23,2024-08-27,Shipped
O1082,C86,2023-03-14,Cancelled
O1083,C69,2024-08-01,Pending
O1084,C32,2022-06-21,Delivered
O1085,C68,2022-09-15,Delivered
O1086,C112,2025-05-03,Cancelled
O1087,C7,2025-09-25,Delivered
O1088,C5,2025-10-03,Delivered
O1089,C46,2022-03-25,Cancelled
O1090,C138,2024-10-01,Shipped
O1091,C102,2022-06-02,Shipped
O1092,C76,2024-01-03,Cancelled
O1093,C190,2022-06-13,Shipped
O1094,C180,2022-11-22,Shipped
O1095,C175,2022-10-20,Pending
O1096,C34,2025-08-01,Pending
O1097,C6,2022-10-09,Cancelled
O1098,C2,2024-03-12,Pending
O1099,C162,2025-03-16,Delivered
O1100,C132,2024-12-19,Pending
O1101,C84,2024-04-05,Delivered
O1102,C32,2024-11-14,Delivered
O1103,C8,2025-05-13,Delivered
O1104,C92,2024-10-22,Delivered
O1105,C2,2023-01-26,Shipped
O1106,C20,2024-04-09,Cancelled
O1107,C171,2022-09-11,Pending
O1108,C128,2022-04-24,Delivered
O1109,C155,2025-06-13,Shipped
O1110,C191,2022-07-22,Cancelled
O1111,C67,2025-04-03,Shipped
O1112,C130,2024-07-23,Delivered
O1113,C90,2025-03-19,Cancelled
O1114,C158,2024-04-10,Shipped
O1115,C59,2025-06-26,Shipped
O1116,C21,2022-08-15,Cancelled
O1117,C55,2025-04-20,Pending
O1118,C6,2024-05-21,Cancelled
O1119,C66,2025-09-11,Delivered
O1120,C25,2025-11-17,Delivered
O1121,C97,2023-07-27,Shipped
O1122,C166,2023-09-06,Delivered
O1123,C103,2025-06-15,Delivered
O1124,C112,2023-05-14,Pending
O1125,C120,2024-11-04,Delivered
O1126,C57,2024-03-24,Pending
O1127,C174,2023-04-03,Shipped
O1128,C3,2025-01-11,Pending
O1129,C72,2023-07-25,Shipped
O1130,C57,2022-05-27,Delivered
O1131,C153,2025-04-06,Cancelled
O1132,C175,2023-02-04,Shipped
O1133,C187,2024-05-17,Delivered
O1134,C70,2024-11-22,Pending
O1135,C89,2023-01-06,Shipped
O1136,C169,2025-05-03,Cancelled
O1137,C40,2023-09-06,Pending
O1138,C134,2025-03-10,Delivered
O1139,C3,2025-07-05,Cancelled
O1140,C181,2025-01-19,Pending
O1141,C176,2025-05-05,Cancelled
O1142,C198,2022-11-08,Delivered
O1143,C93,2023-08-16,Cancelled
O1144,C137,2022-06-21,Cancelled
O1145,C169,2025-10-08,Shipped
O1146,C186,2022-11-06,Delivered
O1147,C35,2025-08-19,Delivered
O1148,C44,2022-09-04,Delivered
O1149,C191,2023-01-22,Cancelled
O1150,C28,2025-08-17,Delivered
O1151,C76,2023-02-24,Delivered
O1152,C120,2022-06-26,Delivered
O1153,C65,2024-07-02,Delivered
O1154,C149,2022-03-27,Delivered
O1155,C55,2024-03-25,Delivered
O1156,C91,2025-05-13,Pending
O1157,C69,2025-11-06,Shipped
O1158,C76,2025-09-13,Delivered
O1159,C192,2025-08-17,Delivered
O1160,C71,2023-01-23,Cancelled
O1161,C93,2024-12-08,Cancelled
O1162,C157,2022-06-25,Pending
O1163,C94,2024-04-11,Shipped
O1164,C129,2024-05-25,Cancelled
O1165,C161,2023-08-12,Cancelled
O1166,C98,2023-05-09,Cancelled
O1167,C125,2024-08-01,Pending
O1168,C43,2024-07-05,Delivered
O1169,C54,2025-02-28,Pending
O1170,C183,2025-02-28,Delivered
O1171,C83,2025-01-24,Cancelled
O1172,C57,2025-09-24,Shipped
O1173,C71,2024-08-21,Delivered
O1174,C191,2023-09-08,Delivered
O1175,C32,2025-01-19,Cancelled
O1176,C34,2022-08-25,Delivered
O1177,C165,2022-01-24,Shipped
O1178,C41,2024-05-02,Pending
O1179,C182,2025-08-04,Cancelled
O1180,C191,2024-03-17,Cancelled
O1181,C170,2023-03-11,Cancelled
O1182,C22,2022-08-08,Cancelled
O1183,C69,2023-08-03,Pending
O1184,C120,2023-06-03,Pending
O1185,C152,2024-10-13,Delivered
O1186,C8,2025-01-15,Shipped
O1187,C71,2023-09-26,Delivered
O1188,C35,2022-05-09,Delivered
O1189,C194,2025-10-01,Pending
O1190,C200,2023-06-08,Shipped
O1191,C75,2024-12-28,Delivered
O1192,C10,2023-01-13,Shipped
O1193,C9,2025-09-08,Pending
O1194,C80,2024-11-12,Shipped
O1195,C130,2022-08-16,Shipped
O1196,C16,2024-09-17,Pending
O1197,C116,2022-02-23,Cancelled
O1198,C155,2025-01-03,Delivered
O1199,C53,2024-02-17,Pending
O1200,C28,2023-03-15,Cancelled
O1201,C71,2022-12-06,Shipped
O1202,C16,2023-02-05,Pending
O1203,C88,2025-12-17,Cancelled
O1204,C74,2024-02-17,Cancelled
O1205,C126,2025-04-10,Delivered
O1206,C20,2022-07-27,Pending
O1207,C196,2025-07-01,Shipped
O1208,C179,2024-07-23,Shipped
O1209,C55,2024-01-09,Delivered
O1210,C47,2025-11-21,Cancelled
O1211,C77,2023-12-20,Delivered
O1212,C35,2023-05-17,Shipped
O1213,C38,2024-10-22,Cancelled
O1214,C148,2024-05-25,Cancelled
O1215,C142,2022-03-24,Delivered
O1216,C66,2023-05-04,Shipped
O1217,C131,2022-09-24,Shipped
O1218,C186,2024-08-04,Delivered
O1219,C171,2025-09-05,Cancelled
O1220,C100,2025-01-22,Delivered
O1221,C122,2024-02-03,Cancelled
O1222,C114,2024-12-17,Cancelled
O1223,C88,2023-05-15,Pending
O1224,C80,2024-01-25,Shipped
O1225,C167,2025-12-18,Cancelled
O1226,C135,2022-10-17,Pending
O1227,C129,2024-07-11,Delivered
O1228,C82,2025-01-02,Cancelled
O1229,C171,2025-01-06,Delivered
O1230,C41,2024-11-28,Delivered
O1231,C189,2023-08-20,Pending
O1232,C28,2022-09-18,Shipped
O1233,C58,2022-02-21,Cancelled
O1234,C187,2023-10-19,Delivered
O1235,C20,2024-05-13,Shipped
O1236,C185,2023-08-06,Delivered
O1237,C69,2022-08-15,Cancelled
O1238,C26,2024-12-04,Cancelled
O1239,C143,2025-01-08,Delivered
O1240,C82,2022-06-09,Pending
O1241,C161,2025-11-23,Delivered
O1242,C59,2025-10-24,Cancelled
O1243,C131,2023-08-06,Shipped
O1244,C166,2024-04-04,Cancelled
O1245,C172,2023-08-04,Shipped
O1246,C109,2023-01-17,Pending
O1247,C139,2024-11-25,Shipped
O1248,C141,2025-06-22,Delivered
O1249,C135,2024-01-07,Pending
O1250,C169,2023-03-01,Shipped
O1251,C133,2025-01-02,Pending
O1252,C89,2024-03-01,Pending
O1253,C71,2025-04-24,Pending
O1254,C60,2025-06-14,Shipped
O1255,C126,2024-11-19,Cancelled
O1256,C143,2025-08-09,Cancelled
O1257,C107,2023-07-04,Shipped
O1258,C9,2024-11-02,Pending
O1259,C143,2023-07-18,Pending
O1260,C199,2025-02-10,Shipped
O1261,C111,2022-11-23,Pending
O1262,C80,2022-01-25,Delivered
O1263,C21,2025-06-22,Shipped
O1264,C135,2024-09-17,Pending
O1265,C3,2023-08-15,Shipped
O1266,C141,2024-09-23,Delivered
O1267,C173,2023-07-04,Cancelled
O1268,C109,2024-02-03,Pending
O1269,C42,2025-07-17,Pending
O1270,C71,2024-12-12,Cancelled
O1271,C192,2024-03-21,Pending
O1272,C81,2022-07-07,Delivered
O1273,C72,2025-10-10,Shipped
O1274,C16,2023-05-22,Shipped
O1275,C49,2023-10-02,Cancelled
O1276,C95,2025-08-28,Pending
O1277,C126,2025-01-21,Pending
O1278,C5,2025-09-19,Delivered
O1279,C143,2022-03-18,Cancelled
O1280,C65,2022-09-15,Delivered
O1281,C188,2023-09-28,Pending
O1282,C15,2025-11-19,Shipped
O1283,C84,2025-07-14,Delivered
O1284,C185,2023-05-26,Delivered
O1285,C93,2022-09-05,Delivered
O1286,C121,2024-07-13,Pending
O1287,C177,2022-11-05,Pending
O1288,C35,2023-11-17,Pending
O1289,C110,2022-07-21,Pending
O1290,C37,2023-01-25,Pending
O1291,C104,2025-07-13,Shipped
O1292,C36,2023-03-01,Delivered
O1293,C26,2022-06-10,Cancelled
O1294,C36,2024-08-13,Delivered
O1295,C32,2025-06-01,Delivered
O1296,C49,2024-12-26,Delivered
O1297,C40,2023-11-12,Shipped
O1298,C171,2024-04-20,Cancelled
O1299,C169,2023-05-16,Cancelled
O1300,C178,2024-10-01,Shipped
O1301,C47,2022-06-11,Cancelled
O1302,C45,2023-08-14,Delivered
O1303,C65,2024-07-22,Cancelled
O1304,C103,2024-05-06,Cancelled
O1305,C167,2024-12-09,Shipped
O1306,C194,2025-09-10,Shipped
O1307,C38,2024-03-17,Cancelled
O1308,C17,2024-08-22,Cancelled
O1309,C10,2024-08-17,Shipped
O1310,C144,2022-09-21,Pending
O1311,C34,2023-01-06,Delivered
O1312,C81,2025-08-25,Pending
O1313,C106,2024-07-11,Pending
O1314,C35,2023-01-25,Cancelled
O1315,C16,2025-07-22,Shipped
O1316,C171,2022-12-07,Delivered
O1317,C3,2025-12-22,Cancelled
O1318,C41,2023-06-18,Delivered
O1319,C83,2025-08-03,Shipped
O1320,C45,2022-10-24,Cancelled
O1321,C35,2024-05-22,Pending
O1322,C153,2023-06-21,Shipped
O1323,C179,2023-11-07,Delivered
O1324,C128,2022-05-28,Pending
O1325,C106,2022-04-07,Delivered
O1326,C115,2025-03-18,Pending
O1327,C12,2025-12-12,Cancelled
O1328,C159,2024-08-21,Shipped
O1329,C103,2023-10-04,Pending
O1330,C166,2025-01-17,Cancelled
O1331,C69,2022-10-10,Pending
O1332,C44,2023-11-21,Delivered
O1333,C24,2022-08-12,Shipped
O1334,C165,2023-02-11,Cancelled
O1335,C126,2024-12-26,Delivered
O1336,C42,2025-12-23,Pending
O1337,C59,2022-02-15,Shipped
O1338,C153,2025-11-13,Shipped
O1339,C200,2024-05-02,Delivered
O1340,C66,2022-04-03,Delivered
O1341,C171,2024-07-03,Pending
O1342,C199,2022-03-01,Cancelled
O1343,C74,2024-03-09,Cancelled
O1344,C162,2024-04-20,Cancelled
O1345,C60,2025-10-25,Shipped
O1346,C53,2025-08-06,Cancelled
O1347,C186,2022-05-06,Delivered
O1348,C129,2024-07-23,Cancelled
O1349,C60,2025-03-25,Shipped
O1350,C161,2022-11-10,Cancelled
O1351,C10,2024-05-23,Delivered
O1352,C23,2025-11-06,Cancelled
O1353,C132,2023-06-14,Cancelled
O1354,C187,2023-07-16,Delivered
O1355,C129,2024-07-11,Delivered
O1356,C40,2022-03-08,Delivered
O1357,C199,2024-10-12,Pending
O1358,C96,2022-09-02,Cancelled
O1359,C169,2023-03-14,Delivered
O1360,C76,2022-10-12,Shipped
O1361,C97,2022-03-19,Delivered
O1362,C147,2024-10-27,Shipped
O1363,C138,2023-07-16,Cancelled
O1364,C16,2022-04-18,Cancelled
O1365,C155,2023-04-08,Pending
O1366,C199,2025-10-17,Cancelled
O1367,C194,2023-06-07,Pending
O1368,C52,2023-12-24,Cancelled
O1369,C70,2023-09-01,Pending
O1370,C196,2023-05-14,Pending
O1371,C28,2023-08-21,Delivered
O1372,C81,2023-03-16,Delivered
O1373,C157,2023-08-26,Pending
O1374,C15,2025-10-04,Pending
O1375,C62,2023-03-22,Cancelled
O1376,C35,2022-03-02,Pending
O1377,C36,2025-08-28,Pending
O1378,C185,2022-09-03,Cancelled
O1379,C36,2024-02-08,Shipped
O1380,C35,2023-10-24,Cancelled
O1381,C108,2024-07-24,Cancelled
O1382,C113,2024-09-12,Cancelled
O1383,C130,2022-12-21,Pending
O1384,C49,2024-08-20,Delivered
O1385,C32,2024-06-09,Pending
O1386,C194,2024-06-08,Cancelled
O1387,C103,2023-04-27,Shipped
O1388,C47,2022-10-11,Delivered
O1389,C101,2025-05-10,Shipped
O1390,C26,2025-09-08,Delivered
O1391,C79,2023-06-25,Pending
O1392,C36,2022-12-01,Delivered
O1393,C111,2024-10-15,Cancelled
O1394,C34,2023-10-10,Shipped
O1395,C39,2023-02-09,Cancelled
O1396,C63,2025-09-11,Cancelled
O1397,C130,2025-10-17,Shipped
O1398,C137,2024-08-14,Cancelled
O1399,C73,2023-09-12,Pending
O1400,C172,2022-06-11,Shipped
O1401,C6,2024-01-18,Shipped
O1402,C96,2023-12-02,Delivered
O1403,C33,2025-02-19,Shipped
O1404,C19,2024-04-15,Cancelled
O1405,C126,2022-10-08,Pending
O1406,C86,2022-05-13,Pending
O1407,C36,2022-10-22,Pending
O1408,C120,2022-08-27,Delivered
O1409,C13,2025-03-13,Shipped
O1410,C85,2025-12-13,Pending
O1411,C122,2024-07-17,Delivered
O1412,C2,2022-12-16,Pending
O1413,C119,2024-10-05,Delivered
O1414,C41,2024-08-09,Shipped
O1415,C159,2022-05-02,Cancelled
O1416,C86,2022-07-02,Delivered
O1417,C14,2022-06-20,Delivered
O1418,C75,2024-09-07,Pending
O1419,C73,2022-05-11,Pending
O1420,C51,2022-07-18,Shipped
O1421,C94,2025-07-04,Shipped
O1422,C44,2025-08-12,Shipped
O1423,C96,2023-11-28,Cancelled
O1424,C113,2024-01-20,Shipped
O1425,C135,2023-08-10,Delivered
O1426,C143,2022-05-02,Cancelled
O1427,C75,2024-10-20,Cancelled
O1428,C19,2024-12-28,Pending
O1429,C178,2022-06-23,Delivered
O1430,C126,2023-11-08,Pending
O1431,C84,2024-02-06,Pending
O1432,C180,2025-06-27,Delivered
O1433,C19,2022-07-20,Delivered
O1434,C21,2023-02-11,Delivered
O1435,C44,2022-11-15,Cancelled
O1436,C70,2022-04-12,Cancelled
O1437,C183,2025-07-10,Cancelled
O1438,C106,2024-09-05,Shipped
O1439,C52,2024-07-13,Cancelled
O1440,C57,2022-11-18,Shipped
O1441,C60,2024-10-07,Shipped
O1442,C176,2023-05-26,Shipped
O1443,C94,2025-10-24,Pending
O1444,C179,2024-12-24,Pending
O1445,C153,2022-11-10,Cancelled
O1446,C129,2022-05-13,Pending
O1447,C19,2022-05-10,Shipped
O1448,C180,2025-03-13,Shipped
O1449,C156,2023-09-13,Pending
O1450,C12,2023-10-20,Pending
O1451,C108,2023-05-10,Delivered
O1452,C181,2025-09-22,Shipped
O1453,C84,2022-11-17,Cancelled
O1454,C175,2022-04-20,Shipped
O1455,C4,2024-09-13,Pending
O1456,C18,2025-05-26,Cancelled
O1457,C102,2025-02-28,Delivered
O1458,C44,2025-05-06,Pending
O1459,C168,2024-04-16,Delivered
O1460,C35,2022-01-08,Delivered
O1461,C186,2025-04-02,Shipped
O1462,C82,2025-10-16,Delivered
O1463,C85,2023-03-18,Shipped
O1464,C43,2025-07-22,Cancelled
O1465,C40,2022-05-04,Pending
O1466,C193,2022-11-28,Cancelled
O1467,C29,2022-09-24,Pending
O1468,C29,2024-11-12,Shipped
O1469,C73,2025-05-24,Delivered
O1470,C110,2023-03-06,Pending
O1471,C128,2023-06-02,Delivered
O1472,C118,2023-09-06,Pending
O1473,C171,2023-02-16,Pending
O1474,C7,2022-05-18,Shipped
O1475,C85,2022-03-12,Delivered
O1476,C193,2024-06-15,Cancelled
O1477,C78,2025-12-19,Delivered
O1478,C187,2022-09-26,Delivered
O1479,C2,2022-03-23,Cancelled
O1480,C154,2025-12-24,Delivered
O1481,C19,2024-09-17,Shipped
O1482,C58,2024-10-15,Shipped
O1483,C194,2023-06-13,Cancelled
O1484,C199,2024-02-21,Cancelled
O1485,C173,2024-10-05,Pending
O1486,C73,2023-05-22,Shipped
O1487,C191,2025-02-24,Cancelled
O1488,C2,2025-07-27,Shipped
O1489,C47,2025-08-25,Shipped
O1490,C33,2024-01-18,Pending
O1491,C141,2024-09-15,Pending
O1492,C91,2024-02-14,Pending
O1493,C34,2025-06-27,Pending
O1494,C98,2024-07-21,Pending
O1495,C152,2023-03-25,Pending
O1496,C109,2024-11-23,Delivered
O1497,C163,2025-12-06,Shipped
O1498,C12,2022-10-03,Delivered
O1499,C62,2023-12-20,Shipped
O1500,C193,2022-01-21,Shipped
O1501,C107,2024-06-17,Pending
O1502,C17,2025-08-06,Pending
O1503,C19,2025-09-09,Shipped
O1504,C2,2022-09-09,Delivered
O1505,C7,2022-07-03,Delivered
O1506,C109,2023-05-22,Pending
O1507,C65,2023-11-10,Shipped
O1508,C45,2023-08-13,Pending
O1509,C113,2022-06-13,Cancelled
O1510,C16,2025-08-02,Delivered
O1511,C99,2022-12-11,Shipped
O1512,C143,2025-12-14,Pending
O1513,C60,2022-02-27,Cancelled
O1514,C31,2023-05-14,Shipped
O1515,C153,2025-01-03,Pending
O1516,C89,2022-10-19,Delivered
O1517,C71,2023-03-25,Shipped
O1518,C136,2023-02-27,Delivered
O1519,C64,2023-05-11,Delivered
O1520,C60,2025-10-08,Cancelled
O1521,C70,2023-03-04,Shipped
O1522,C9,2025-09-19,Delivered
O1523,C107,2024-05-12,Shipped
